,station,valid,tmpf,dwpf,relh,feel
18505,DFW,2020-02-28 13:53,44.1,34.0,67.41,39.53
18518,DFW,2020-02-28 14:53,46.9,34.0,60.61,42.94
18531,DFW,2020-02-28 15:53,50.0,34.0,53.97,
18544,DFW,2020-02-28 16:53,54.0,33.1,44.92,
18557,DFW,2020-02-28 17:53,57.0,30.0,35.54,
18570,DFW,2020-02-28 18:53,60.1,27.0,28.13,
18583,DFW,2020-02-28 19:53,63.0,26.1,24.46,
18596,DFW,2020-02-28 20:53,64.0,26.1,23.61,
18609,DFW,2020-02-28 21:53,66.0,27.0,22.86,
18622,DFW,2020-02-28 22:53,66.0,25.0,21.04,
18635,DFW,2020-02-28 23:53,64.0,26.1,23.61,
18648,DFW,2020-02-29 00:53,57.9,27.0,30.43,
18661,DFW,2020-02-29 01:53,57.0,27.0,31.43,
18674,DFW,2020-02-29 02:53,52.0,28.9,40.78,
18687,DFW,2020-02-29 03:53,51.1,30.0,44.09,
18700,DFW,2020-02-29 04:53,51.1,30.9,45.73,
18713,DFW,2020-02-29 05:53,48.0,30.9,51.34,45.4
18726,DFW,2020-02-29 06:53,50.0,32.0,49.81,
18739,DFW,2020-02-29 07:53,48.0,32.0,53.67,44.28
18752,DFW,2020-02-29 08:53,48.0,32.0,53.67,44.28
18765,DFW,2020-02-29 09:53,44.1,33.1,65.02,39.53
18778,DFW,2020-02-29 10:53,46.0,33.1,60.49,41.36
18791,DFW,2020-02-29 11:53,46.9,33.1,58.47,
18804,DFW,2020-02-29 12:53,45.0,33.1,62.83,41.83
18817,DFW,2020-02-29 13:53,50.0,35.1,56.39,
18830,DFW,2020-02-29 14:53,57.0,34.0,41.76,
18843,DFW,2020-02-29 15:53,63.0,33.1,32.53,
18856,DFW,2020-02-29 16:53,69.1,33.1,26.32,
18869,DFW,2020-02-29 17:53,69.1,36.0,29.55,
18882,DFW,2020-02-29 18:53,73.9,36.0,25.11,
18895,DFW,2020-02-29 19:53,75.0,33.1,21.56,
18908,DFW,2020-02-29 20:53,75.0,30.9,19.73,
18921,DFW,2020-02-29 21:53,73.9,30.0,19.73,
18934,DFW,2020-02-29 22:53,71.1,32.0,23.52,
18947,DFW,2020-02-29 23:53,68.0,32.0,26.15,
18960,DFW,2020-03-01 00:53,64.9,33.1,30.44,
18973,DFW,2020-03-01 01:53,64.9,37.0,35.54,
18986,DFW,2020-03-01 02:53,64.0,42.1,44.74,
18999,DFW,2020-03-01 03:53,63.0,44.1,50.03,
19012,DFW,2020-03-01 04:53,62.1,48.0,59.86,
19025,DFW,2020-03-01 05:53,61.0,50.0,67.06,
19038,DFW,2020-03-01 06:53,60.1,51.1,72.13,
19051,DFW,2020-03-01 07:53,59.0,52.0,77.55,
19064,DFW,2020-03-01 08:53,57.9,52.0,80.67,
19077,DFW,2020-03-01 09:53,57.0,52.0,83.33,
19090,DFW,2020-03-01 10:53,57.0,53.1,86.77,
19103,DFW,2020-03-01 11:53,57.0,53.1,86.77,
19116,DFW,2020-03-01 12:53,57.9,53.1,84.0,
19129,DFW,2020-03-01 13:53,59.0,54.0,83.46,
19142,DFW,2020-03-01 14:53,60.1,54.0,80.25,
19155,DFW,2020-03-01 15:53,63.0,55.0,75.11,
19168,DFW,2020-03-01 16:53,66.9,55.0,65.56,
19181,DFW,2020-03-01 17:53,70.0,55.0,58.94,
19187,DFW,2020-03-01 18:18,71.1,55.0,56.77,
19195,DFW,2020-03-01 18:53,73.0,55.9,55.0,
19208,DFW,2020-03-01 19:53,73.0,55.9,55.0,
19221,DFW,2020-03-01 20:53,73.9,57.0,55.53,
19234,DFW,2020-03-01 21:53,73.9,57.0,55.53,
19247,DFW,2020-03-01 22:53,71.1,57.0,61.04,
19260,DFW,2020-03-01 23:53,69.1,57.0,65.35,
19273,DFW,2020-03-02 00:53,66.9,57.0,70.49,
19286,DFW,2020-03-02 01:53,66.0,57.0,72.72,
19299,DFW,2020-03-02 02:53,66.0,57.9,75.12,
19312,DFW,2020-03-02 03:53,64.9,57.9,78.05,
19325,DFW,2020-03-02 04:53,64.9,57.9,78.05,
19338,DFW,2020-03-02 05:53,64.0,60.1,87.14,
19351,DFW,2020-03-02 06:53,63.0,60.1,90.25,
19364,DFW,2020-03-02 07:53,62.1,60.1,93.16,
19377,DFW,2020-03-02 08:53,61.0,60.1,96.85,
19390,DFW,2020-03-02 09:53,61.0,60.1,96.85,
19403,DFW,2020-03-02 10:53,60.1,59.0,96.15,
19416,DFW,2020-03-02 11:53,60.1,59.0,96.15,
19429,DFW,2020-03-02 12:53,60.1,59.0,96.15,
19442,DFW,2020-03-02 13:53,61.0,60.1,96.85,
19455,DFW,2020-03-02 14:53,62.1,60.1,93.16,
19468,DFW,2020-03-02 15:53,64.0,61.0,89.97,
19481,DFW,2020-03-02 16:53,66.9,60.1,78.77,
19494,DFW,2020-03-02 17:53,68.0,60.1,75.84,
19507,DFW,2020-03-02 18:53,70.0,57.0,63.37,
19520,DFW,2020-03-02 19:53,70.0,57.0,63.37,
19533,DFW,2020-03-02 20:53,71.1,57.0,61.04,
19546,DFW,2020-03-02 21:53,68.0,46.0,45.19,
19559,DFW,2020-03-02 22:53,70.0,48.0,45.5,
19572,DFW,2020-03-02 23:53,68.0,48.0,48.73,
19585,DFW,2020-03-03 00:53,64.9,46.0,50.32,
19598,DFW,2020-03-03 01:53,63.0,45.0,51.78,
19611,DFW,2020-03-03 02:53,63.0,45.0,51.78,
19617,DFW,2020-03-03 03:18,63.0,45.0,51.78,
19625,DFW,2020-03-03 03:53,57.9,45.0,62.07,
19638,DFW,2020-03-03 04:53,60.1,45.0,57.37,
19651,DFW,2020-03-03 05:53,55.9,46.0,69.3,
19664,DFW,2020-03-03 06:53,57.0,46.0,66.59,
19677,DFW,2020-03-03 07:53,54.0,46.0,74.26,
19690,DFW,2020-03-03 08:53,55.0,46.9,74.08,
19703,DFW,2020-03-03 09:53,55.0,46.9,74.08,
19716,DFW,2020-03-03 10:53,54.0,46.9,76.83,
19729,DFW,2020-03-03 11:53,55.9,46.9,71.69,
19742,DFW,2020-03-03 12:53,57.9,46.9,66.7,
19755,DFW,2020-03-03 13:53,57.0,48.9,74.27,
19768,DFW,2020-03-03 14:53,60.1,51.1,72.13,
19781,DFW,2020-03-03 15:53,62.1,52.0,69.46,
19794,DFW,2020-03-03 16:53,63.0,51.1,65.09,
19807,DFW,2020-03-03 17:53,62.1,50.0,64.5,
19820,DFW,2020-03-03 18:53,63.0,51.1,65.09,
19833,DFW,2020-03-03 19:53,64.0,51.1,62.85,
19846,DFW,2020-03-03 20:53,66.0,51.1,58.62,
19859,DFW,2020-03-03 21:53,66.9,51.1,56.82,
19872,DFW,2020-03-03 22:53,66.9,51.1,56.82,
19885,DFW,2020-03-03 23:53,64.0,51.1,62.85,
19898,DFW,2020-03-04 00:53,60.1,50.0,69.24,
19911,DFW,2020-03-04 01:53,60.1,50.0,69.24,
19924,DFW,2020-03-04 02:53,57.9,50.0,74.91,
19937,DFW,2020-03-04 03:53,57.9,50.0,74.91,
19950,DFW,2020-03-04 04:53,57.9,50.0,74.91,
19963,DFW,2020-03-04 05:53,57.9,50.0,74.91,
19976,DFW,2020-03-04 06:53,57.9,50.0,74.91,
19979,DFW,2020-03-04 07:01,59.0,51.1,75.02,
19986,DFW,2020-03-04 07:35,59.0,51.1,75.02,
19990,DFW,2020-03-04 07:53,57.9,52.0,80.67,
19995,DFW,2020-03-04 08:11,57.0,54.0,89.68,
20004,DFW,2020-03-04 08:53,55.9,54.0,93.32,
20017,DFW,2020-03-04 09:53,55.0,54.0,96.42,
20030,DFW,2020-03-04 10:53,57.0,55.9,96.1,
20033,DFW,2020-03-04 11:04,57.0,55.9,96.1,
20037,DFW,2020-03-04 11:18,55.9,55.0,96.78,
20040,DFW,2020-03-04 11:28,55.0,54.0,96.42,
20046,DFW,2020-03-04 11:53,55.0,54.0,96.42,
20056,DFW,2020-03-04 12:37,53.1,53.1,100.0,
20060,DFW,2020-03-04 12:53,53.1,53.1,100.0,
20064,DFW,2020-03-04 13:06,53.1,53.1,100.0,
20074,DFW,2020-03-04 13:53,53.1,52.0,96.03,
20078,DFW,2020-03-04 14:08,53.1,52.0,96.03,
20084,DFW,2020-03-04 14:34,53.1,52.0,96.03,
20089,DFW,2020-03-04 14:53,53.1,52.0,96.03,
20102,DFW,2020-03-04 15:53,53.1,53.1,100.0,
20112,DFW,2020-03-04 16:36,55.0,52.0,89.59,
20116,DFW,2020-03-04 16:53,55.0,51.1,86.66,
20129,DFW,2020-03-04 17:53,57.0,51.1,80.6,
20142,DFW,2020-03-04 18:53,57.0,51.1,80.6,
20155,DFW,2020-03-04 19:53,57.0,46.9,68.9,
20168,DFW,2020-03-04 20:53,57.0,46.9,68.9,
20181,DFW,2020-03-04 21:53,57.0,48.9,74.27,
20194,DFW,2020-03-04 22:53,55.0,50.0,83.2,
20207,DFW,2020-03-04 23:53,53.1,51.1,92.89,
20220,DFW,2020-03-05 00:53,51.1,48.9,92.14,
20233,DFW,2020-03-05 01:53,51.1,46.9,85.48,
20246,DFW,2020-03-05 02:53,50.0,46.9,89.04,
20259,DFW,2020-03-05 03:53,50.0,46.9,89.04,
20272,DFW,2020-03-05 04:53,50.0,48.0,92.8,
20285,DFW,2020-03-05 05:53,50.0,48.0,92.8,
20298,DFW,2020-03-05 06:53,50.0,46.9,89.04,
20311,DFW,2020-03-05 07:53,48.0,46.0,92.74,46.1
20324,DFW,2020-03-05 08:53,46.9,45.0,93.06,44.82
20337,DFW,2020-03-05 09:53,45.0,43.0,92.65,39.68
20350,DFW,2020-03-05 10:53,46.0,42.1,86.16,41.84
20363,DFW,2020-03-05 11:53,45.0,42.1,89.49,39.68
20376,DFW,2020-03-05 12:53,45.0,39.9,82.19,41.83
20389,DFW,2020-03-05 13:53,48.0,42.1,79.91,43.03
20402,DFW,2020-03-05 14:53,53.1,42.1,66.13,
20415,DFW,2020-03-05 15:53,57.0,39.9,52.7,
20428,DFW,2020-03-05 16:53,61.0,37.9,42.24,
20441,DFW,2020-03-05 17:53,64.9,37.0,35.54,
20454,DFW,2020-03-05 18:53,66.9,37.9,34.35,
20467,DFW,2020-03-05 19:53,70.0,41.0,34.85,
20480,DFW,2020-03-05 20:53,70.0,41.0,34.85,
20493,DFW,2020-03-05 21:53,71.1,42.1,35.02,
20506,DFW,2020-03-05 22:53,72.0,42.1,33.97,
20519,DFW,2020-03-05 23:53,69.1,39.9,34.43,
20532,DFW,2020-03-06 00:53,63.0,43.0,47.97,
20545,DFW,2020-03-06 01:53,60.1,39.0,45.53,
20558,DFW,2020-03-06 02:53,57.9,39.0,49.26,
20571,DFW,2020-03-06 03:53,57.0,37.9,48.73,
20584,DFW,2020-03-06 04:53,55.9,36.0,47.05,
20597,DFW,2020-03-06 05:53,52.0,36.0,54.26,
20610,DFW,2020-03-06 06:53,51.1,33.1,49.98,
20623,DFW,2020-03-06 07:53,48.0,33.1,56.1,42.69
20636,DFW,2020-03-06 08:53,46.9,30.9,53.5,41.3
20649,DFW,2020-03-06 09:53,45.0,30.9,57.5,41.19
20662,DFW,2020-03-06 10:53,43.0,30.9,62.06,38.78
20675,DFW,2020-03-06 11:53,41.0,30.9,67.03,38.98
20688,DFW,2020-03-06 12:53,42.1,30.9,64.24,37.69
20701,DFW,2020-03-06 13:53,48.0,33.1,56.1,44.8
20714,DFW,2020-03-06 14:53,52.0,27.0,37.72,
20726,DFW,2020-03-06 15:53,57.0,26.1,30.28,
20739,DFW,2020-03-06 16:53,59.0,19.9,21.72,
20752,DFW,2020-03-06 17:53,61.0,21.9,22.02,
20765,DFW,2020-03-06 18:53,63.0,21.9,20.52,
20778,DFW,2020-03-06 19:53,64.9,24.1,21.05,
20791,DFW,2020-03-06 20:53,66.0,23.0,19.35,
20804,DFW,2020-03-06 21:53,66.0,23.0,19.35,
20817,DFW,2020-03-06 22:53,66.0,24.1,20.26,
20830,DFW,2020-03-06 23:53,64.9,24.1,21.05,
20843,DFW,2020-03-07 00:53,59.0,26.1,28.18,
20856,DFW,2020-03-07 01:53,57.0,28.0,32.75,
20869,DFW,2020-03-07 02:53,55.0,28.9,36.54,
20882,DFW,2020-03-07 03:53,54.0,30.0,39.63,
20895,DFW,2020-03-07 04:53,53.1,30.0,40.96,
20908,DFW,2020-03-07 05:53,51.1,30.9,45.73,
20921,DFW,2020-03-07 06:53,50.0,30.9,47.64,
20934,DFW,2020-03-07 07:53,48.9,30.9,49.63,
20947,DFW,2020-03-07 08:53,46.9,30.0,51.58,44.82
20960,DFW,2020-03-07 09:53,48.9,28.9,45.75,47.16
20973,DFW,2020-03-07 10:53,48.9,28.0,44.1,
20986,DFW,2020-03-07 11:53,46.9,28.9,49.32,44.82
20999,DFW,2020-03-07 12:53,46.0,30.0,53.37,44.69
21012,DFW,2020-03-07 13:53,46.9,34.0,60.61,45.72
21025,DFW,2020-03-07 14:53,52.0,33.1,48.34,
21038,DFW,2020-03-07 15:53,55.0,32.0,41.44,
21051,DFW,2020-03-07 16:53,57.0,33.1,40.28,
21064,DFW,2020-03-07 17:53,60.1,34.0,37.37,
21077,DFW,2020-03-07 18:53,60.1,33.1,36.05,
21090,DFW,2020-03-07 19:53,61.0,34.0,36.19,
21103,DFW,2020-03-07 20:53,61.0,32.0,33.4,
21116,DFW,2020-03-07 21:53,62.1,32.0,32.13,
21129,DFW,2020-03-07 22:53,61.0,33.1,34.91,
21142,DFW,2020-03-07 23:53,59.0,33.1,37.49,
21155,DFW,2020-03-08 00:53,54.0,33.1,44.92,
21168,DFW,2020-03-08 01:53,53.1,34.0,48.13,
21181,DFW,2020-03-08 02:53,53.1,34.0,48.13,
21194,DFW,2020-03-08 03:53,52.0,35.1,52.36,
21207,DFW,2020-03-08 04:53,51.1,35.1,54.13,
21220,DFW,2020-03-08 05:53,48.9,35.1,58.75,44.93
21233,DFW,2020-03-08 06:53,48.9,36.0,60.88,44.93
21246,DFW,2020-03-08 07:53,48.9,39.0,68.51,45.38
21259,DFW,2020-03-08 08:53,48.0,42.1,79.91,43.03
21272,DFW,2020-03-08 09:53,48.9,44.1,83.42,45.88
21285,DFW,2020-03-08 10:53,50.0,45.0,82.86,
21298,DFW,2020-03-08 11:53,50.0,46.0,86.06,
21304,DFW,2020-03-08 12:18,50.0,46.0,86.06,
21310,DFW,2020-03-08 12:41,50.0,46.0,86.06,
21313,DFW,2020-03-08 12:53,50.0,46.9,89.04,
21316,DFW,2020-03-08 13:04,50.0,46.9,89.04,
21327,DFW,2020-03-08 13:53,51.1,46.9,85.48,
21335,DFW,2020-03-08 14:28,52.0,48.0,86.17,
21341,DFW,2020-03-08 14:53,53.1,48.0,82.76,
21354,DFW,2020-03-08 15:53,55.0,48.9,79.85,
21367,DFW,2020-03-08 16:53,57.0,50.0,77.38,
21380,DFW,2020-03-08 17:53,59.0,51.1,75.02,
21393,DFW,2020-03-08 18:53,62.1,52.0,69.46,
21406,DFW,2020-03-08 19:53,66.0,53.1,63.1,
21419,DFW,2020-03-08 20:53,68.0,52.0,56.55,
21432,DFW,2020-03-08 21:53,68.0,52.0,56.55,
21445,DFW,2020-03-08 22:53,68.0,52.0,56.55,
21458,DFW,2020-03-08 23:53,66.9,52.0,58.74,
21471,DFW,2020-03-09 00:53,66.0,53.1,63.1,
21484,DFW,2020-03-09 01:53,64.9,53.1,65.56,
21497,DFW,2020-03-09 02:53,64.9,52.0,62.96,
21510,DFW,2020-03-09 03:53,64.9,52.0,62.96,
21523,DFW,2020-03-09 04:53,63.0,53.1,70.07,
21536,DFW,2020-03-09 05:53,63.0,54.0,72.42,
21549,DFW,2020-03-09 06:53,62.1,55.0,77.53,
21562,DFW,2020-03-09 07:53,62.1,55.0,77.53,
21575,DFW,2020-03-09 08:53,62.1,55.9,80.11,
21588,DFW,2020-03-09 09:53,62.1,57.0,83.36,
21601,DFW,2020-03-09 10:53,62.1,57.9,86.11,
21614,DFW,2020-03-09 11:53,60.1,59.0,96.15,
21619,DFW,2020-03-09 12:13,60.1,59.0,96.15,
21625,DFW,2020-03-09 12:38,60.1,59.0,96.15,
21629,DFW,2020-03-09 12:53,60.1,59.0,96.15,
21642,DFW,2020-03-09 13:53,61.0,60.1,96.85,
21653,DFW,2020-03-09 14:44,62.1,60.1,93.16,
21656,DFW,2020-03-09 14:53,62.1,60.1,93.16,
21669,DFW,2020-03-09 15:53,63.0,62.1,96.88,
21673,DFW,2020-03-09 16:07,63.0,62.1,96.88,
21683,DFW,2020-03-09 16:53,64.0,62.1,93.54,
21692,DFW,2020-03-09 17:35,66.0,63.0,90.05,
21696,DFW,2020-03-09 17:53,66.9,63.0,87.28,
21709,DFW,2020-03-09 18:53,70.0,62.1,76.01,
21722,DFW,2020-03-09 19:53,72.0,62.1,71.02,
21725,DFW,2020-03-09 20:02,72.0,61.0,68.31,
21736,DFW,2020-03-09 20:53,73.0,61.0,66.04,
21749,DFW,2020-03-09 21:53,73.9,60.1,62.05,
21762,DFW,2020-03-09 22:53,75.0,59.0,57.5,
21775,DFW,2020-03-09 23:53,72.0,61.0,68.31,
21788,DFW,2020-03-10 00:53,68.0,63.0,84.03,
21801,DFW,2020-03-10 01:53,66.0,62.1,87.24,
21814,DFW,2020-03-10 02:53,64.9,62.1,90.64,
21825,DFW,2020-03-10 03:53,63.0,61.0,93.18,
21838,DFW,2020-03-10 04:53,64.0,61.0,89.97,
21851,DFW,2020-03-10 05:53,60.1,59.0,96.15,
21864,DFW,2020-03-10 06:53,57.9,51.1,78.03,
21877,DFW,2020-03-10 07:53,55.0,46.9,74.08,
21890,DFW,2020-03-10 08:53,53.1,46.0,76.75,
21903,DFW,2020-03-10 09:53,51.1,46.0,82.62,
21916,DFW,2020-03-10 10:53,50.0,45.0,82.86,
21929,DFW,2020-03-10 11:53,50.0,44.1,80.06,
21942,DFW,2020-03-10 12:53,48.0,44.1,86.28,46.1
21955,DFW,2020-03-10 13:53,53.1,46.0,76.75,
21968,DFW,2020-03-10 14:53,55.9,45.0,66.72,
21979,DFW,2020-03-10 15:53,60.1,46.9,61.65,
21992,DFW,2020-03-10 16:53,64.0,50.0,60.34,
22005,DFW,2020-03-10 17:53,69.1,53.1,56.7,
22018,DFW,2020-03-10 18:53,72.0,57.0,59.2,
22031,DFW,2020-03-10 19:53,77.0,60.1,55.95,
22044,DFW,2020-03-10 20:53,79.0,60.1,52.38,
22057,DFW,2020-03-10 21:53,78.1,61.0,55.71,
22070,DFW,2020-03-10 22:53,78.1,61.0,55.71,
22083,DFW,2020-03-10 23:53,75.9,61.0,59.92,
22096,DFW,2020-03-11 00:53,71.1,64.0,78.28,
22109,DFW,2020-03-11 01:53,68.0,63.0,84.03,
22122,DFW,2020-03-11 02:53,66.9,62.1,84.56,
22135,DFW,2020-03-11 03:53,66.9,62.1,84.56,
22148,DFW,2020-03-11 04:53,66.0,62.1,87.24,
22161,DFW,2020-03-11 05:53,66.0,63.0,90.05,
22174,DFW,2020-03-11 06:53,64.9,62.1,90.64,
22187,DFW,2020-03-11 07:53,64.9,62.1,90.64,
22200,DFW,2020-03-11 08:53,64.0,62.1,93.54,
22213,DFW,2020-03-11 09:53,64.0,63.0,96.55,
22226,DFW,2020-03-11 10:53,64.0,63.0,96.55,
22231,DFW,2020-03-11 11:11,64.9,63.0,93.56,
22240,DFW,2020-03-11 11:53,66.0,64.0,93.26,
22253,DFW,2020-03-11 12:53,66.0,63.0,90.05,
22266,DFW,2020-03-11 13:53,68.0,64.0,87.03,
22279,DFW,2020-03-11 14:53,71.1,64.0,78.28,
22292,DFW,2020-03-11 15:53,75.0,63.0,66.27,
22305,DFW,2020-03-11 16:53,79.0,64.0,60.11,
22318,DFW,2020-03-11 17:53,82.0,63.0,52.62,83.17
22331,DFW,2020-03-11 18:53,84.0,63.0,49.32,84.99
22344,DFW,2020-03-11 19:53,84.9,63.0,47.91,85.83
22357,DFW,2020-03-11 20:53,87.1,62.1,43.27,87.58
22370,DFW,2020-03-11 21:53,86.0,63.0,46.25,86.88
22383,DFW,2020-03-11 22:53,86.0,61.0,43.1,86.12
22396,DFW,2020-03-11 23:53,82.0,64.0,54.5,83.47
22409,DFW,2020-03-12 00:53,78.1,64.0,61.92,
22422,DFW,2020-03-12 01:53,75.9,64.0,66.6,
22435,DFW,2020-03-12 02:53,73.9,64.9,73.49,
22446,DFW,2020-03-12 03:53,73.9,64.0,71.21,
22459,DFW,2020-03-12 04:53,72.0,64.0,75.92,
22472,DFW,2020-03-12 05:53,72.0,63.0,73.31,
22485,DFW,2020-03-12 06:53,71.1,63.0,75.58,
22498,DFW,2020-03-12 07:53,69.1,63.0,80.92,
22511,DFW,2020-03-12 08:53,68.0,63.0,84.03,
22524,DFW,2020-03-12 09:53,66.9,63.0,87.28,
22537,DFW,2020-03-12 10:53,66.0,63.0,90.05,
22550,DFW,2020-03-12 11:53,66.0,63.0,90.05,
22563,DFW,2020-03-12 12:53,66.0,64.0,93.26,
22576,DFW,2020-03-12 13:53,69.1,64.0,83.81,
22589,DFW,2020-03-12 14:53,73.0,64.9,75.75,
22602,DFW,2020-03-12 15:53,73.0,64.0,73.4,
22615,DFW,2020-03-12 16:53,79.0,64.9,62.03,
22628,DFW,2020-03-12 17:53,82.0,64.9,56.24,83.76
22641,DFW,2020-03-12 18:53,82.9,64.9,54.62,84.64
22654,DFW,2020-03-12 19:53,82.9,64.0,52.93,84.32
22667,DFW,2020-03-12 20:53,81.0,64.0,56.3,82.54
22679,DFW,2020-03-12 21:53,80.1,64.0,57.98,81.71
22692,DFW,2020-03-12 22:53,81.0,63.0,54.36,82.28
22705,DFW,2020-03-12 23:53,80.1,63.0,55.98,81.5
22718,DFW,2020-03-13 00:53,77.0,66.0,68.85,
22731,DFW,2020-03-13 01:53,75.9,64.9,68.73,
22744,DFW,2020-03-13 02:53,75.0,66.0,73.59,
22757,DFW,2020-03-13 03:53,73.0,64.9,75.75,
22770,DFW,2020-03-13 04:53,72.0,64.9,78.35,
22783,DFW,2020-03-13 05:53,73.9,64.0,71.21,
22796,DFW,2020-03-13 06:53,72.0,64.0,75.92,
22809,DFW,2020-03-13 07:53,70.0,64.9,83.86,
22822,DFW,2020-03-13 08:53,68.0,66.0,93.32,
22824,DFW,2020-03-13 08:57,68.0,66.0,93.32,
22836,DFW,2020-03-13 09:51,66.2,66.2,100.0,
22837,DFW,2020-03-13 09:53,66.9,66.9,100.0,
22840,DFW,2020-03-13 10:02,66.9,66.9,100.0,
22844,DFW,2020-03-13 10:16,62.1,62.1,100.0,
22848,DFW,2020-03-13 10:32,62.1,62.1,100.0,
22853,DFW,2020-03-13 10:53,61.0,61.0,100.0,
22857,DFW,2020-03-13 11:06,61.0,60.1,96.85,
22861,DFW,2020-03-13 11:23,61.0,60.1,96.85,
22865,DFW,2020-03-13 11:38,61.0,60.1,96.85,
22869,DFW,2020-03-13 11:53,61.0,60.1,96.85,
22871,DFW,2020-03-13 12:00,61.0,60.1,96.85,
22878,DFW,2020-03-13 12:31,60.1,60.1,100.0,
22883,DFW,2020-03-13 12:53,59.0,59.0,100.0,
22885,DFW,2020-03-13 13:00,57.9,57.9,100.0,
22888,DFW,2020-03-13 13:14,57.9,57.9,100.0,
22893,DFW,2020-03-13 13:34,57.9,57.9,100.0,
22896,DFW,2020-03-13 13:42,57.9,57.9,100.0,
22899,DFW,2020-03-13 13:53,59.0,59.0,100.0,
22907,DFW,2020-03-13 14:29,60.1,60.1,100.0,
22913,DFW,2020-03-13 14:53,61.0,60.1,96.85,
22923,DFW,2020-03-13 15:37,62.1,62.1,100.0,
22926,DFW,2020-03-13 15:50,60.8,59.0,93.79,
22927,DFW,2020-03-13 15:53,59.0,57.9,96.13,
22931,DFW,2020-03-13 16:09,59.0,59.0,100.0,
22934,DFW,2020-03-13 16:18,59.0,59.0,100.0,
22941,DFW,2020-03-13 16:48,59.0,59.0,100.0,
22943,DFW,2020-03-13 16:53,57.9,57.9,100.0,
22946,DFW,2020-03-13 17:04,57.9,57.0,96.81,
22948,DFW,2020-03-13 17:07,57.9,57.0,96.81,
22950,DFW,2020-03-13 17:13,57.9,57.0,96.81,
22954,DFW,2020-03-13 17:27,57.9,57.0,96.81,
22960,DFW,2020-03-13 17:53,59.0,57.9,96.13,
22966,DFW,2020-03-13 18:16,57.9,57.0,96.81,
22968,DFW,2020-03-13 18:22,57.9,57.9,100.0,
22971,DFW,2020-03-13 18:33,59.0,59.0,100.0,
22975,DFW,2020-03-13 18:50,60.8,60.8,100.0,
22976,DFW,2020-03-13 18:53,60.1,60.1,100.0,
22984,DFW,2020-03-13 19:28,62.1,62.1,100.0,
22988,DFW,2020-03-13 19:44,64.0,64.0,100.0,
22991,DFW,2020-03-13 19:53,64.0,63.0,96.55,
22994,DFW,2020-03-13 20:03,64.0,64.0,100.0,
23005,DFW,2020-03-13 20:53,64.9,64.9,100.0,
23009,DFW,2020-03-13 21:10,64.9,64.0,96.9,
23018,DFW,2020-03-13 21:51,66.2,66.2,100.0,
23019,DFW,2020-03-13 21:53,66.9,66.0,96.93,
23029,DFW,2020-03-13 22:37,66.9,66.0,96.93,
23033,DFW,2020-03-13 22:53,66.9,66.0,96.93,
23045,DFW,2020-03-13 23:46,66.0,64.9,96.24,
23047,DFW,2020-03-13 23:53,64.9,64.9,100.0,
23051,DFW,2020-03-14 00:08,64.9,64.0,96.9,
23055,DFW,2020-03-14 00:23,64.9,64.0,96.9,
23062,DFW,2020-03-14 00:53,63.0,63.0,100.0,
23075,DFW,2020-03-14 01:53,63.0,62.1,96.88,
23077,DFW,2020-03-14 02:00,63.0,62.1,96.88,
23086,DFW,2020-03-14 02:44,62.1,61.0,96.18,
23089,DFW,2020-03-14 02:53,62.1,61.0,96.18,
23102,DFW,2020-03-14 03:53,61.0,61.0,100.0,
23115,DFW,2020-03-14 04:53,61.0,61.0,100.0,
23128,DFW,2020-03-14 05:53,61.0,61.0,100.0,
23141,DFW,2020-03-14 06:53,60.1,60.1,100.0,
23154,DFW,2020-03-14 07:53,61.0,60.1,96.85,
23167,DFW,2020-03-14 08:53,63.0,62.1,96.88,
23179,DFW,2020-03-14 09:49,62.6,62.6,100.0,
23181,DFW,2020-03-14 09:53,63.0,63.0,100.0,
23185,DFW,2020-03-14 10:06,63.0,63.0,100.0,
23195,DFW,2020-03-14 10:51,62.6,62.6,100.0,
23196,DFW,2020-03-14 10:53,63.0,63.0,100.0,
23209,DFW,2020-03-14 11:53,62.1,62.1,100.0,
23217,DFW,2020-03-14 12:29,64.0,64.0,100.0,
23223,DFW,2020-03-14 12:53,64.9,64.9,100.0,
23231,DFW,2020-03-14 13:28,66.9,64.9,93.29,
23237,DFW,2020-03-14 13:53,66.9,66.0,96.93,
23250,DFW,2020-03-14 14:53,70.0,66.9,89.9,
23263,DFW,2020-03-14 15:53,71.1,66.9,86.59,
23274,DFW,2020-03-14 16:41,60.1,59.0,96.15,
23275,DFW,2020-03-14 16:44,59.0,57.9,96.13,
23278,DFW,2020-03-14 16:53,57.9,57.9,100.0,
23280,DFW,2020-03-14 16:58,57.0,57.0,100.0,
23292,DFW,2020-03-14 17:53,55.9,55.9,100.0,
23300,DFW,2020-03-14 18:30,55.9,55.9,100.0,
23305,DFW,2020-03-14 18:53,55.0,55.0,100.0,
23309,DFW,2020-03-14 19:09,55.0,55.0,100.0,
23313,DFW,2020-03-14 19:22,55.0,55.0,100.0,
23314,DFW,2020-03-14 19:24,55.0,55.0,100.0,
23316,DFW,2020-03-14 19:29,55.0,55.0,100.0,
23322,DFW,2020-03-14 19:53,55.9,55.0,96.78,
23331,DFW,2020-03-14 20:31,55.0,55.0,100.0,
23336,DFW,2020-03-14 20:53,55.9,55.0,96.78,
23344,DFW,2020-03-14 21:28,55.9,55.9,100.0,
